355.6, -1.9372856948455266, 5.243506236711883
664.8, -12.516543104590651, 5.243506236711883
803.9, -10.028835094094452, 5.243506236711883
804.4, -1.9372856948455266, 5.243506236711883
805.8, -1.9372856948455266, 5.243506236711883
806.7, -9.06525298469653, 10.205218159535994
807.5, -9.694075560747594, 10.10839135518983
808.2, -14.010268497232943, 10.754646523086485
808.8, -14.58274230369899, 10.632118050460768
845.1, -14.267116890341802, 10.632118050460768
846.4, -14.778945016008706, 10.582214783514862
847.4, -15.192886533082824, 10.45475621441519
848.2, -15.506186343521357, 10.321665347513333
848.9, -15.720833615844812, 10.184071732048745
858.6, -15.780326329912326, 10.128056235038041
859.0, -15.868819551154914, 9.983269836568386
859.5, -12.587938080438251, 9.1204584023071
860.0, -12.780170506924755, 9.005865902321121
893.7, -15.876914211714846, 9.005865902321121
895.1, -12.604835628891403, 9.09911232644572
896.0, -15.797772815745606, 9.671756048499118
918.7, -15.869378489994373, 9.671756048499118
920.1, -15.802361824549724, 9.678347874621616
1028.5, -15.857359029642726, 9.678347874621616
1031.4, -16.17970185625251, 10.575228089710436
1033.2, -16.4259613525593, 10.447529110478474
1067.3, -16.19125417683928, 10.447529110478474
1118.2, -15.593066463419612, 10.447529110478474
1119.6, -16.005443314673098, 10.64312074382336
1120.5, -16.317561045208084, 10.510265014237966
1121.3, -16.525642447233665, 10.373041184535209
1165.4, -15.255690667356031, 10.373041184535209
1166.7, -15.543891159093056, 10.301652444256112
1214.5, -15.023049703297868, 10.301652444256112
1215.9, -15.372031243968367, 10.384603124986606
1216.9, -15.629023465370315, 10.251111179721008
1259.3, -15.234492486173027, 10.251111179721008
1260.6, -15.528757509274463, 10.309833847493945
1261.6, -15.732011619012846, 10.17455599769207
1308.0, -15.344324861373591, 10.17455599769207
1309.4, -15.757565967293202, 10.17455599769207
1310.4, -15.934219978124768, 10.175928316473595
1311.2, -16.024362250198322, 10.035277604938091
1311.9, -16.034669883783767, 9.891439948931474
1452.4, -14.843161382813753, 9.891439948931474
1453.4, -15.417655683662801, 10.81270687136915
1454.5, -14.16003987372303, 10.81270687136915
1526.7, -12.965763974257614, 10.81270687136915
1527.3, -13.57919791023201, 10.540198107813225
1528.6, -15.803315128278918, 10.540198107813225
1529.5, -14.494183755089503, 10.540198107813225
1530.3, -16.432815588499277, 10.540198107813225
1531.1, -16.601814757686636, 10.291427140829988
1531.9, -15.179354502765529, 10.291427140829988
1532.6, -15.224511985537983, 9.723308025063478
1533.3, -15.199667337564378, 9.578873169022645
1600.7, -16.466384520852486, 9.578873169022645
1601.4, -15.359005621799053, 9.578873169022645
1602.1, -16.662722193936286, 9.578873169022645
1603.3, -15.496395525561688, 9.578873169022645
1604.2, -15.458483386588654, 9.633046614610876
1649.5, -16.639901178867618, 9.633046614610876
1650.1, -16.66104842627996, 10.081717017369336
1650.8, -16.60554346781235, 9.936240700995466
1651.6, -15.424277670149593, 9.936240700995466
1652.6, -16.314573206776828, 9.936240700995466
1653.4, -16.095330927946403, 9.501924170134059
1710.6, -15.167021204714196, 9.501924170134059
1711.3, -13.416315625392494, 9.320272463254724
1711.9, -16.52918336664717, 9.836071612364865
1712.8, -12.157107041432996, 8.701097328490688
1713.8, -14.95071564642353, 9.275303563797648
1714.6, -14.767242187327046, 9.129388278824116
1715.4, -14.55073146830361, 8.985993325609224
1755.8, -15.370561024794656, 8.985993325609224
1756.4, -15.287477092702536, 8.985993325609224
1757.1, -15.114451884907991, 9.267849281728777
1757.7, -14.894235056197134, 9.11717851825703
1758.3, -14.635628339135945, 8.96528747174838
1758.9, -14.324938451211695, 8.96528747174838
1759.5, -14.02780888758528, 8.665993222986083
1789.1, -15.11295667426518, 8.665993222986083
1789.8, -14.862887989194546, 9.052919148923976
1790.4, -11.883502828318337, 8.122455856254353
1791.0, -13.966744950457183, 8.667577645680609
1836.6, -14.960941147472875, 8.667577645680609
